Category	Term	Count	%	Pvalue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_FAT	GO:0007049~cell cycle	40	12.461059190031152	0.012223718905473949	NM_015493, NM_018455, NM_148919, NM_003390, NM_001240, NM_014647, NM_000546, NM_023019, NM_023015, NM_198291, NM_005884, NM_014784, NM_006402, NM_004083, NM_018087, NM_001048201, NM_024596, NM_001664, NM_015986, NM_004584, NM_022909, NM_004111, NM_139032, NM_001006932, NM_012179, NM_015705, NM_003218, NM_021930, NM_006455, NM_021979, NM_138821, NM_002576, NM_197967, NM_005316, NM_015089, NM_197966, NM_022662, NM_002810, NM_006354, NM_018715, NM_001042426	270	1672	16650	1.4752791068580542	1.0	0.783808911151948	20.543460776265743
GOTERM_BP_FAT	GO:1901700~response to oxygen-containing compound	36	11.214953271028037	0.012574399068128555	NM_002948, NM_015493, NM_003773, NM_007315, NM_005626, NM_000903, NM_020983, NM_001730, NM_002230, NM_000663, NM_198291, NM_002778, NM_006402, NM_007104, NM_006440, NM_015368, NM_005302, NM_058229, NM_004345, NM_000411, NM_139032, NM_003321, NM_001006932, NM_003217, NM_015191, NM_000952, NM_000214, NM_138821, NM_004451, NM_002576, NM_000876, NM_006257, NM_197967, NM_197966, NM_016270, NM_003062, NM_004318	270	1466	16650	1.514324693042292	1.0	0.7836348272625819	21.069235187431634
GOTERM_BP_FAT	GO:0033036~macromolecule localization	61	19.003115264797508	0.012912169438781134	NM_002948, NM_004781, NM_015657, NM_003773, NM_031885, NM_000546, NM_173079, NM_003403, NM_002778, NM_005999, NM_007104, NM_134428, NM_013267, NM_015368, NM_018087, NM_000310, NM_024596, NM_001024227, NM_004345, NM_003017, NM_001821, NM_139032, NM_170662, NM_212469, NM_007155, NM_006118, NM_197967, NM_004475, NM_197966, NM_017939, NM_004318, NM_018715, NM_198597, NM_178270, NM_005626, NM_014742, NM_002966, NM_002230, NM_000663, NM_198291, NM_016024, NM_006402, NM_004083, NM_002563, NM_019008, NM_001664, NM_005128, NM_015840, NM_017582, NM_003217, NM_015705, NM_012179, NM_003218, NM_021151, NM_002685, NM_152415, NM_199346, NM_021930, NM_012339, NM_138821, NM_017681, NM_001042426	270	2817	16650	1.3353449295941309	1.0	0.7831401792330415	21.57253919941108
GOTERM_BP_FAT	GO:0046719~regulation by virus of viral protein levels in host cell	3	0.9345794392523363	0.01299131438868362	NM_007315, NM_016395, NM_144628	270	11	16650	16.818181818181817	1.0	0.7760581341413926	21.69003123460833
GOTERM_BP_FAT	GO:0048585~negative regulation of response to stimulus	34	10.59190031152648	0.013397632194296984	NM_002306, NM_015493, NM_003773, NM_148919, NM_007315, NM_031885, NM_152424, NM_002116, NM_173515, NM_000663, NM_005077, NM_198291, NM_002778, NM_004083, NM_022463, NM_006174, NM_005302, NM_021137, NM_000431, NM_139032, NM_015840, NM_003651, NM_172358, NM_170662, NM_003217, NM_012179, NM_153000, NM_017763, NM_001005376, NM_006257, NM_007196, NM_003062, NM_015913, NM_002810	270	1369	16650	1.5315315315315314	1.0	0.7775089387684742	22.29059846097321
GOTERM_BP_FAT	GO:0000278~mitotic cell cycle	26	8.09968847352025	0.014146729541567357	NM_015493, NM_018455, NM_148919, NM_003390, NM_000546, NM_023019, NM_005884, NM_023015, NM_018087, NM_024596, NM_001664, NM_015986, NM_004584, NM_012179, NM_003218, NM_021930, NM_021979, NM_138821, NM_002576, NM_197967, NM_015089, NM_197966, NM_022662, NM_002810, NM_006354, NM_018715, NM_001042426	270	968	16650	1.65633608815427	1.0	0.7870704706143723	23.386408651091973
GOTERM_BP_FAT	GO:0046513~ceramide biosynthetic process	5	1.557632398753894	0.014287724224044627	NM_144660, NM_001042437, NM_018414, NM_139280, NM_006456	270	58	16650	5.316091954022988	1.0	0.782000758347855	23.591019056055107
GOTERM_BP_FAT	GO:0012501~programmed cell death	43	13.395638629283487	0.014687738286603469	NM_002306, NM_015493, NM_007204, NM_003773, NM_018530, NM_007315, NM_000903, NM_000546, NM_007200, NM_005077, NM_198291, NM_005884, NM_014784, NM_006402, NM_004083, NM_013267, NM_006410, NM_000310, NM_006174, NM_021137, NM_004584, NM_139032, NM_015840, NM_003651, NM_001006932, NM_003217, NM_001912, NM_014376, NM_003218, NM_152743, NM_003362, NM_032300, NM_201430, NM_001005376, NM_002576, NM_000876, NM_006118, NM_006257, NM_197967, NM_197966, NM_003062, NM_015913, NM_012403, NM_004765	270	1852	16650	1.431785457163427	1.0	0.7830366773919131	24.16870483166643
GOTERM_BP_FAT	GO:0022607~cellular component assembly	57	17.75700934579439	0.015179438403766926	NM_004781, NM_002293, NM_018455, NM_007204, NM_031885, NM_000546, NM_007200, NM_023019, NM_003309, NM_001105573, NM_134428, NM_006110, NM_015368, NM_018087, NM_021100, NM_001024227, NM_021159, NM_006026, NM_032300, NM_201430, NM_006118, NM_197967, NM_004475, NM_197966, NM_002810, NM_018715, NM_004930, NM_198597, NM_144628, NM_178270, NM_030672, NM_014742, NM_152424, NM_002966, NM_001730, NM_002230, NM_198291, NM_005077, NM_001080, NM_021137, NM_001664, NM_022909, NM_001010867, NM_015840, NM_015705, NM_003218, NM_152415, NM_199346, NM_006455, NM_021979, NM_138821, NM_004175, NM_002576, NM_004552, NM_005316, NM_001042426, NM_012403, NM_015693	270	2618	16650	1.342627960275019	1.0	0.7860397164719254	24.87313705055294
GOTERM_BP_FAT	GO:0051726~regulation of cell cycle	26	8.09968847352025	0.015409927985689329	NM_015493, NM_148919, NM_003390, NM_001240, NM_000546, NM_198291, NM_023015, NM_004083, NM_006402, NM_024596, NM_001664, NM_015986, NM_004584, NM_004111, NM_001006932, NM_012179, NM_015705, NM_003218, NM_021930, NM_021979, NM_197967, NM_197966, NM_015089, NM_005316, NM_022662, NM_002810, NM_018715	270	976	16650	1.6427595628415301	1.0	0.7832808307936446	25.20121061618944
GOTERM_BP_FAT	GO:0060628~regulation of ER to Golgi vesicle-mediated transport	3	0.9345794392523363	0.015424872144426874	NM_001024227, NM_021930, NM_144628	270	12	16650	15.416666666666668	1.0	0.7759441645853343	25.222434908700407
GOTERM_CC_FAT	GO:0005743~mitochondrial inner membrane	17	5.29595015576324	0.015661700549966136	NM_017421, NM_002306, NM_031212, NM_006004, NM_032169, NM_015657, NM_003321, NM_016491, NM_001089591, NM_001100169, NM_032014, NM_198291, NM_004552, NM_203314, NM_022100, NM_017918, NM_003951	257	499	14527	1.925711344868726	0.9997443434866232	0.5627138863905421	20.452664213264814
GOTERM_CC_FAT	GO:0005770~late endosome	10	3.115264797507788	0.016604332085547173	NM_007155, NM_000876, NM_001024227, NM_138972, NM_152415, NM_198291, NM_006402, NM_004083, NM_001009924, NM_012339	257	221	14527	2.557705512615103	0.9998452522389162	0.5495960237995207	21.54976585864279
GOTERM_CC_FAT	GO:0097525~spliceosomal snRNP complex	5	1.557632398753894	0.016907978595726295	NM_016047, NM_016024, NM_005678, NM_006110, NM_004175	257	56	14527	5.046901056142302	0.999868372738533	0.525089082137087	21.900160487454233
UP_SEQ_FEATURE	compositionally biased region:Poly-Glu	16	4.984423676012461	0.017675822270445354	NM_006004, NM_003390, NM_003218, NM_007200, NM_017599, NM_152424, NM_173079, NM_001089591, NM_021035, NM_178583, NM_004083, NM_032325, NM_001013635, NM_032773, NM_198859, NM_017734	309	531	20063	1.956423430176927	0.9999999869557121	0.9893130176171937	24.60364161243288
GOTERM_BP_FAT	GO:2001243~negative regulation of intrinsic apoptotic signaling pathway	6	1.8691588785046727	0.018166144618540377	NM_003651, NM_003217, NM_015913, NM_001005376, NM_198291, NM_139032	270	94	16650	3.9361702127659575	1.0	0.8218176943526251	29.020742694822744
GOTERM_BP_FAT	GO:0007010~cytoskeleton organization	29	9.034267912772584	0.01844687030705181	NM_003390, NM_030672, NM_031885, NM_007200, NM_002966, NM_023019, NM_002230, NM_014784, NM_005884, NM_198291, NM_018087, NM_021137, NM_024596, NM_001664, NM_001024227, NM_021159, NM_006035, NM_005554, NM_005555, NM_003218, NM_057088, NM_024430, NM_199346, NM_138821, NM_002576, NM_006118, NM_015089, NM_001042426, NM_004930	270	1144	16650	1.5632284382284383	1.0	0.8198147884310649	29.39923595535663
GOTERM_BP_FAT	GO:1900408~negative regulation of cellular response to oxidative stress	4	1.2461059190031152	0.018648249892828043	NM_005302, NM_012179, NM_002778, NM_139032	270	35	16650	7.0476190476190474	1.0	0.8165459312727852	29.66957186870277
GOTERM_BP_FAT	GO:1902883~negative regulation of response to oxidative stress	4	1.2461059190031152	0.018648249892828043	NM_005302, NM_012179, NM_002778, NM_139032	270	35	16650	7.0476190476190474	1.0	0.8165459312727852	29.66957186870277
GOTERM_BP_FAT	GO:1903202~negative regulation of oxidative stress-induced cell death	4	1.2461059190031152	0.018648249892828043	NM_005302, NM_012179, NM_002778, NM_139032	270	35	16650	7.0476190476190474	1.0	0.8165459312727852	29.66957186870277
GOTERM_CC_FAT	GO:0005759~mitochondrial matrix	15	4.672897196261682	0.018792771843180803	NM_017421, NM_001010867, NM_016491, NM_003321, NM_000546, NM_000663, NM_019041, NM_032014, NM_001080, NM_006440, NM_013267, NM_021100, NM_203314, NM_014672, NM_022100	257	425	14527	1.9950102998397803	0.9999518465796507	0.5345271062607413	24.04274383924325
GOTERM_CC_FAT	GO:0005740~mitochondrial envelope	22	6.853582554517133	0.019390351496955605	NM_017421, NM_002306, NM_031212, NM_032169, NM_006004, NM_015657, NM_003321, NM_016491, NM_003217, NM_001089591, NM_001100169, NM_032014, NM_198291, NM_016462, NM_019008, NM_006118, NM_197967, NM_004552, NM_203314, NM_197966, NM_022100, NM_003951, NM_017918	257	732	14527	1.6988475686249496	0.9999650063752602	0.519477757667146	24.710546716177827
GOTERM_BP_FAT	GO:0022402~cell cycle process	33	10.2803738317757	0.01967508037021222	NM_015493, NM_018455, NM_148919, NM_003390, NM_014647, NM_000546, NM_023019, NM_023015, NM_014784, NM_004083, NM_006402, NM_018087, NM_024596, NM_001664, NM_015986, NM_004584, NM_022909, NM_004111, NM_001006932, NM_012179, NM_015705, NM_003218, NM_021930, NM_006455, NM_021979, NM_138821, NM_197967, NM_015089, NM_197966, NM_022662, NM_002810, NM_006354, NM_018715, NM_001042426	270	1357	16650	1.4996315401621223	1.0	0.8267130622641184	31.03284240139662
KEGG_PATHWAY	hsa05202:Transcriptional misregulation in cancer	8	2.4922118380062304	0.01984403163503619	NM_033102, NM_001240, NM_000546, NM_002230, NM_004083, NM_003710, NM_003487, NM_005243	114	168	6910	2.8863826232247285	0.9839006298538698	0.9839006298538698	22.309794994876164
GOTERM_BP_FAT	GO:1902580~single-organism cellular localization	28	8.722741433021806	0.02033337364859167	NM_002948, NM_015657, NM_004781, NM_003773, NM_031885, NM_000546, NM_023019, NM_002966, NM_002230, NM_007104, NM_018087, NM_002563, NM_019008, NM_024596, NM_001024227, NM_001664, NM_139032, NM_015840, NM_170662, NM_012339, NM_017681, NM_197967, NM_197966, NM_004475, NM_017939, NM_001042426, NM_001009924, NM_144628, NM_178270	270	1102	16650	1.5668481548699333	1.0	0.8305297560364221	31.893626216676164
GOTERM_BP_FAT	GO:0043618~regulation of transcription from RNA polymerase II promoter in response to stress	5	1.557632398753894	0.020900802232523732	NM_003217, NM_000546, NM_016270, NM_004083, NM_139032	270	65	16650	4.743589743589744	1.0	0.8328122283627453	32.627425417719444
GOTERM_BP_FAT	GO:0000302~response to reactive oxygen species	9	2.803738317757009	0.020999815600969307	NM_005302, NM_003773, NM_007315, NM_000903, NM_016270, NM_198291, NM_002778, NM_006440, NM_139032	270	210	16650	2.642857142857143	1.0	0.8282924153331048	32.754700288775794
GOTERM_MF_FAT	GO:0016668~oxidoreductase activity, acting on a sulfur group of donors, NAD(P) as acceptor	3	0.9345794392523363	0.02112018132517048	NM_004786, NM_022463, NM_006440	253	14	15478	13.109542631281762	0.9999999332369546	0.9632796148401995	27.837204567534524
GOTERM_BP_FAT	GO:0030148~sphingolipid biosynthetic process	6	1.8691588785046727	0.0213499931861676	NM_144660, NM_001042437, NM_018414, NM_139280, NM_016395, NM_006456	270	98	16650	3.7755102040816326	1.0	0.8274740803411244	33.20300618316986
GOTERM_CC_FAT	GO:0005925~focal adhesion	14	4.361370716510903	0.021417543027777396	NM_004055, NM_002576, NM_000876, NM_172358, NM_024071, NM_001664, NM_001024227, NM_004475, NM_002230, NM_001005376, NM_005884, NM_016395, NM_007104, NM_021021	257	391	14527	2.0239234925910816	0.999988168190342	0.5306068527599637	26.93545660764164
GOTERM_BP_FAT	GO:0032386~regulation of intracellular transport	15	4.672897196261682	0.021710234773749892	NM_004781, NM_003773, NM_000546, NM_014742, NM_002230, NM_198291, NM_021930, NM_013267, NM_019008, NM_006118, NM_001664, NM_001024227, NM_004318, NM_144628, NM_139032	270	472	16650	1.9597457627118642	1.0	0.8268270919608167	33.66124336971055
GOTERM_BP_FAT	GO:0008104~protein localization	53	16.510903426791277	0.021815353171496566	NM_002948, NM_004781, NM_015657, NM_003773, NM_031885, NM_000546, NM_173079, NM_005999, NM_007104, NM_134428, NM_013267, NM_015368, NM_018087, NM_000310, NM_024596, NM_001024227, NM_004345, NM_001821, NM_139032, NM_170662, NM_007155, NM_006118, NM_197967, NM_004475, NM_197966, NM_017939, NM_004318, NM_018715, NM_198597, NM_178270, NM_014742, NM_002966, NM_002230, NM_000663, NM_198291, NM_004083, NM_006402, NM_002563, NM_019008, NM_001664, NM_005128, NM_015840, NM_017582, NM_003217, NM_015705, NM_012179, NM_003218, NM_152415, NM_199346, NM_021930, NM_012339, NM_138821, NM_017681, NM_001042426	270	2448	16650	1.33510348583878	1.0	0.8226124812552181	33.79439504450531
GOTERM_BP_FAT	GO:0009966~regulation of signal transduction	58	18.06853582554517	0.022088543653424227	NM_002306, NM_003773, NM_005645, NM_000546, NM_007200, NM_173515, NM_002778, NM_005302, NM_015986, NM_005481, NM_004584, NM_139032, NM_003651, NM_172358, NM_170662, NM_153000, NM_007155, NM_006118, NM_197967, NM_004475, NM_197966, NM_003062, NM_002810, NM_004318, NM_004930, NM_015493, NM_148919, NM_007315, NM_030672, NM_175913, NM_152424, NM_002230, NM_000663, NM_198291, NM_005077, NM_014784, NM_006402, NM_022463, NM_004083, NM_006174, NM_002563, NM_020223, NM_021137, NM_001664, NM_015840, NM_003217, NM_015705, NM_015191, NM_017763, NM_001005376, NM_021930, NM_153706, NM_000214, NM_012339, NM_002576, NM_006257, NM_015913, NM_016395, NM_015693	270	2728	16650	1.3110948191593352	1.0	0.8208402335237599	34.139258770256006
GOTERM_CC_FAT	GO:0005924~cell-substrate adherens junction	14	4.361370716510903	0.022736919525133303	NM_004055, NM_002576, NM_000876, NM_172358, NM_024071, NM_001664, NM_001024227, NM_004475, NM_002230, NM_001005376, NM_005884, NM_016395, NM_007104, NM_021021	257	394	14527	2.0085129076221135	0.9999941652553425	0.529156731378298	28.35046501844891
GOTERM_CC_FAT	GO:0005730~nucleolus	25	7.78816199376947	0.022757792285236545	NM_003390, NM_007315, NM_005645, NM_001240, NM_000546, NM_003703, NM_003309, NM_005077, NM_007104, NM_021100, NM_021137, NM_004111, NM_003487, NM_015840, NM_006026, NM_003218, NM_002685, NM_147133, NM_006455, NM_005243, NM_004451, NM_001097590, NM_005392, NM_014703, NM_018715	257	882	14527	1.6021908114737464	0.999994230193228	0.5081496148233433	28.372644275800806
GOTERM_BP_FAT	GO:1901566~organonitrogen compound biosynthetic process	33	10.2803738317757	0.02322681348117756	NM_144660, NM_002948, NM_031212, NM_001042437, NM_016491, NM_020983, NM_000663, NM_007104, NM_013267, NM_021100, NM_005302, NM_016462, NM_004386, NM_004846, NM_001010867, NM_015840, NM_003321, NM_003651, NM_005443, NM_139280, NM_000952, NM_000375, NM_018269, NM_006456, NM_032014, NM_019041, NM_001039091, NM_032325, NM_018414, NM_022100, NM_016395, NM_175859, NM_003951	270	1375	16650	1.48	1.0	0.8308262293933687	35.5579442061956
GOTERM_BP_FAT	GO:0006915~apoptotic process	40	12.461059190031152	0.023257457948866633	NM_002306, NM_015493, NM_007204, NM_003773, NM_007315, NM_000903, NM_000546, NM_007200, NM_005077, NM_198291, NM_005884, NM_014784, NM_006402, NM_004083, NM_006410, NM_000310, NM_006174, NM_021137, NM_004584, NM_139032, NM_015840, NM_003651, NM_001006932, NM_003217, NM_001912, NM_014376, NM_003218, NM_152743, NM_003362, NM_032300, NM_201430, NM_001005376, NM_002576, NM_000876, NM_006118, NM_006257, NM_197967, NM_197966, NM_003062, NM_015913, NM_004765	270	1747	16650	1.4119442854417095	1.0	0.8258758772679461	35.595735184910104
GOTERM_BP_FAT	GO:0051974~negative regulation of telomerase activity	3	0.9345794392523363	0.02377202974463821	NM_000546, NM_003218, NM_198291	270	15	16650	12.333333333333334	1.0	0.827320412075923	36.22718396250549
GOTERM_BP_FAT	GO:0051170~nuclear import	11	3.4267912772585665	0.02387587981812215	NM_006410, NM_015840, NM_007204, NM_003773, NM_170662, NM_001664, NM_017939, NM_002230, NM_017681, NM_139032, NM_004175	270	299	16650	2.2686733556298773	1.0	0.8234557714152458	36.35390927164819
GOTERM_BP_FAT	GO:0090407~organophosphate biosynthetic process	17	5.29595015576324	0.02390394962247709	NM_144660, NM_001064, NM_005443, NM_002643, NM_002461, NM_000952, NM_020983, NM_001005376, NM_001039091, NM_212469, NM_002563, NM_021100, NM_007155, NM_001024227, NM_000431, NM_175859, NM_004278	270	572	16650	1.8327505827505826	1.0	0.8186470333436853	36.38812111938881
GOTERM_CC_FAT	GO:0030055~cell-substrate junction	14	4.361370716510903	0.024867831824289678	NM_004055, NM_002576, NM_000876, NM_172358, NM_024071, NM_001664, NM_001024227, NM_004475, NM_002230, NM_001005376, NM_005884, NM_016395, NM_007104, NM_021021	257	399	14527	1.9833435729401325	0.9999981410602797	0.5195747216924569	30.582065640042956
GOTERM_CC_FAT	GO:0030532~small nuclear ribonucleoprotein complex	5	1.557632398753894	0.024943717427012	NM_016047, NM_016024, NM_005678, NM_006110, NM_004175	257	63	14527	4.48613427212649	0.9999982153423996	0.5017466146096443	30.660330601688567
GOTERM_BP_FAT	GO:0032414~positive regulation of ion transmembrane transporter activity	5	1.557632398753894	0.025398171495883033	NM_175913, NM_000952, NM_173515, NM_004318, NM_021979	270	69	16650	4.4685990338164245	1.0	0.8323130366281345	38.184381079996044
GOTERM_BP_FAT	GO:0009719~response to endogenous stimulus	36	11.214953271028037	0.026315691753865774	NM_000901, NM_015493, NM_003773, NM_007315, NM_005626, NM_031885, NM_020983, NM_003403, NM_001730, NM_002230, NM_000663, NM_198291, NM_003710, NM_006402, NM_015368, NM_001664, NM_058229, NM_004345, NM_005481, NM_000411, NM_139032, NM_003217, NM_001912, NM_015191, NM_000952, NM_000375, NM_000214, NM_005678, NM_138821, NM_004451, NM_002576, NM_006257, NM_003062, NM_016270, NM_006354, NM_004318	270	1548	16650	1.434108527131783	1.0	0.8381647347381209	39.263461105112754
INTERPRO	IPR011011:Zinc finger, FYVE/PHD-type	7	2.1806853582554515	0.026423603665650476	NM_005392, NM_001048201, NM_024071, NM_016376, NM_004187, NM_178583, NM_005937	299	141	18559	3.0815009843686996	0.9999999502969857	0.9999999502969857	32.83202214433153
GOTERM_BP_FAT	GO:0018279~protein N-linked glycosylation via asparagine	4	1.2461059190031152	0.02654734597201027	NM_021227, NM_001042437, NM_018414, NM_006456	270	40	16650	6.166666666666667	1.0	0.8360608718987514	39.533072968206206
GOTERM_BP_FAT	GO:0031347~regulation of defense response	19	5.919003115264798	0.026583462760651377	NM_004781, NM_015840, NM_003773, NM_172358, NM_148919, NM_001912, NM_007315, NM_002116, NM_198291, NM_002576, NM_006174, NM_007155, NM_024596, NM_001024227, NM_004475, NM_002810, NM_000431, NM_031458, NM_139032	270	676	16650	1.733234714003945	1.0	0.8317762909487552	39.575005451210686
GOTERM_BP_FAT	GO:0043620~regulation of DNA-templated transcription in response to stress	5	1.557632398753894	0.026606451753384157	NM_003217, NM_000546, NM_016270, NM_004083, NM_139032	270	70	16650	4.404761904761904	1.0	0.8273651302105849	39.60168190204295
GOTERM_BP_FAT	GO:0008654~phospholipid biosynthetic process	9	2.803738317757009	0.026739359648390623	NM_144660, NM_007155, NM_002643, NM_002461, NM_001024227, NM_000431, NM_001005376, NM_004278, NM_212469	270	220	16650	2.522727272727273	1.0	0.8242550694688631	39.75568997492065
GOTERM_BP_FAT	GO:0006979~response to oxidative stress	13	4.049844236760125	0.026961980795749185	NM_003773, NM_007315, NM_000903, NM_012179, NM_000546, NM_002778, NM_198291, NM_006440, NM_005302, NM_005955, NM_016270, NM_004786, NM_139032	270	394	16650	2.0346869712351947	1.0	0.8222233014860933	40.01282157818514
GOTERM_BP_FAT	GO:0006461~protein complex assembly	34	10.59190031152648	0.02705705688138805	NM_004781, NM_018455, NM_002293, NM_000546, NM_014742, NM_152424, NM_002966, NM_023019, NM_002230, NM_003309, NM_005077, NM_198291, NM_001080, NM_018087, NM_015368, NM_021100, NM_021137, NM_001024227, NM_021159, NM_022909, NM_006026, NM_003218, NM_199346, NM_138821, NM_006118, NM_004552, NM_197967, NM_005316, NM_197966, NM_002810, NM_001042426, NM_012403, NM_198597, NM_004930, NM_144628	270	1445	16650	1.4509803921568625	1.0	0.8187559544450778	40.12231938627341
INTERPRO	IPR000152:EGF-type aspartate/asparagine hydroxylation site	6	1.8691588785046727	0.027168791648181097	NM_001039348, NM_004386, NM_002380, NM_003062, NM_001409, NM_000214	299	105	18559	3.546870520783564	0.9999999692711427	0.9998247035157666	33.592026083062535
GOTERM_BP_FAT	GO:0070271~protein complex biogenesis	34	10.59190031152648	0.027290922247739602	NM_004781, NM_018455, NM_002293, NM_000546, NM_014742, NM_152424, NM_002966, NM_023019, NM_002230, NM_003309, NM_005077, NM_198291, NM_001080, NM_018087, NM_015368, NM_021100, NM_021137, NM_001024227, NM_021159, NM_022909, NM_006026, NM_003218, NM_199346, NM_138821, NM_006118, NM_004552, NM_197967, NM_005316, NM_197966, NM_002810, NM_001042426, NM_012403, NM_198597, NM_004930, NM_144628	270	1446	16650	1.4499769479022588	1.0	0.8169342464879676	40.390854448528245
GOTERM_BP_FAT	GO:0018196~peptidyl-asparagine modification	4	1.2461059190031152	0.02831012787870288	NM_021227, NM_001042437, NM_018414, NM_006456	270	41	16650	6.016260162601626	1.0	0.8239635582828951	41.54790115133425
GOTERM_BP_FAT	GO:0006687~glycosphingolipid metabolic process	5	1.557632398753894	0.029124934573403587	NM_001042437, NM_018414, NM_006456, NM_002778, NM_001080	270	72	16650	4.282407407407407	1.0	0.8284062000637107	42.45758103227818
GOTERM_BP_FAT	GO:0010941~regulation of cell death	35	10.903426791277258	0.029651718273516772	NM_002306, NM_015493, NM_007204, NM_003773, NM_007315, NM_000903, NM_000546, NM_007200, NM_005077, NM_198291, NM_002778, NM_014784, NM_006402, NM_004083, NM_013267, NM_006410, NM_000310, NM_006174, NM_005302, NM_004584, NM_139032, NM_015840, NM_003651, NM_001006932, NM_003217, NM_012179, NM_003218, NM_003362, NM_001005376, NM_000876, NM_006118, NM_006257, NM_197967, NM_197966, NM_015913, NM_012403	270	1509	16650	1.4303070466092334	1.0	0.8296772440086653	43.03855172160671
GOTERM_BP_FAT	GO:0046677~response to antibiotic	4	1.2461059190031152	0.030133629397465538	NM_003773, NM_003549, NM_000546, NM_000375	270	42	16650	5.8730158730158735	1.0	0.8304529476897702	43.565167454732645
GOTERM_BP_FAT	GO:0014829~vascular smooth muscle contraction	3	0.9345794392523363	0.030147195961941917	NM_001613, NM_031885, NM_021159	270	17	16650	10.882352941176471	1.0	0.8264767582145208	43.57992562205367
GOTERM_BP_FAT	GO:0002566~somatic diversification of immune receptors via somatic mutation	3	0.9345794392523363	0.030147195961941917	NM_015840, NM_003362, NR_003614	270	17	16650	10.882352941176471	1.0	0.8264767582145208	43.57992562205367
UP_SEQ_FEATURE	chain:Cytochrome b-c1 complex subunit 6, mitochondrial	2	0.6230529595015576	0.030468365193528878	NM_006004, NM_001089591	309	2	20063	64.92880258899677	0.9999999999999791	0.9981633771313522	38.73668540180029
GOTERM_BP_FAT	GO:0071822~protein complex subunit organization	38	11.838006230529595	0.030639925105960822	NM_004781, NM_018455, NM_002293, NM_016491, NM_000546, NM_014742, NM_152424, NM_002966, NM_023019, NM_002230, NM_003309, NM_005077, NM_198291, NM_001080, NM_018087, NM_015368, NM_021100, NM_021137, NM_001024227, NM_021159, NM_022909, NM_006026, NM_003218, NM_199346, NM_032014, NM_019041, NM_138821, NM_006118, NM_004552, NM_197967, NM_005316, NM_197966, NM_002810, NM_022100, NM_001042426, NM_012403, NM_198597, NM_004930, NM_144628	270	1674	16650	1.39984070091597	1.0	0.8274001354238676	44.113464150007786
GOTERM_BP_FAT	GO:1901990~regulation of mitotic cell cycle phase transition	11	3.4267912772585665	0.030722397540177894	NM_015493, NM_148919, NM_197967, NM_012179, NM_197966, NM_000546, NM_003218, NM_002810, NM_022662, NM_018715, NM_021930, NM_021979	270	312	16650	2.1741452991452994	1.0	0.8241992064531428	44.20229931509954
GOTERM_BP_FAT	GO:0051168~nuclear export	8	2.4922118380062304	0.03083597588991317	NM_018087, NM_015840, NM_005626, NM_000546, NM_007200, NM_003017, NM_016024, NM_017681	270	185	16650	2.6666666666666665	1.0	0.8213400092216009	44.32442145109573
GOTERM_BP_FAT	GO:0051348~negative regulation of transferase activity	12	3.7383177570093453	0.031045735006978378	NM_205862, NM_015840, NM_003773, NM_148919, NM_170662, NM_012179, NM_000546, NM_003218, NM_002810, NM_022662, NM_198291, NM_139032	270	357	16650	2.0728291316526612	1.0	0.8194847611120264	44.54929466562205
REACTOME_PATHWAY	R-HSA-5663220:R-HSA-5663220	7	2.1806853582554515	0.031163827545996316	NM_018455, NM_001664, NM_022909, NM_018715, NM_198291, NM_180977, NM_001042426	160	135	9075	2.940972222222222	0.9999984727995584	0.9999984727995584	35.92933940968466
GOTERM_BP_FAT	GO:0010243~response to organonitrogen compound	21	6.5420560747663545	0.031391460624302425	NM_003217, NM_007315, NM_005626, NM_015191, NM_000952, NM_001730, NM_020983, NM_000375, NM_002230, NM_000663, NM_198291, NM_000214, NM_006402, NM_004451, NM_015368, NM_002576, NM_006257, NM_004345, NM_016270, NM_004318, NM_000411	270	789	16650	1.641318124207858	1.0	0.8190249655236952	44.91805627792434
GOTERM_BP_FAT	GO:1903047~mitotic cell cycle process	23	7.165109034267912	0.03165383747248963	NM_015493, NM_018455, NM_003390, NM_148919, NM_012179, NM_000546, NM_003218, NM_023019, NM_023015, NM_021930, NM_021979, NM_138821, NM_018087, NM_024596, NM_001664, NM_197967, NM_197966, NM_015986, NM_022662, NM_002810, NM_004584, NM_006354, NM_018715, NM_001042426	270	890	16650	1.5936329588014981	1.0	0.8177483785226978	45.19636497716474
GOTERM_BP_FAT	GO:0033238~regulation of cellular amine metabolic process	5	1.557632398753894	0.03178020924774299	NM_005302, NM_148919, NM_000903, NM_002810, NM_000663	270	74	16650	4.166666666666666	1.0	0.8151428962376708	45.32993479632744
INTERPRO	IPR023184:Ubiquinol-cytochrome C reductase hinge domain	2	0.6230529595015576	0.0318568265463054	NM_006004, NM_001089591	299	2	18559	62.070234113712374	0.999999998520684	0.9988605717386085	38.192330892010965
INTERPRO	IPR003422:Cytochrome b-c1 complex, subunit 6	2	0.6230529595015576	0.0318568265463054	NM_006004, NM_001089591	299	2	18559	62.070234113712374	0.999999998520684	0.9988605717386085	38.192330892010965
GOTERM_BP_FAT	GO:0030520~intracellular estrogen receptor signaling pathway	4	1.2461059190031152	0.03201763980956178	NM_002576, NM_015493, NM_006354, NM_198291	270	43	16650	5.736434108527132	1.0	0.8136722715336657	45.58005634052464
